,songtext,artist
10,cinnamon in my teeth from your kiss you re touching me all the pills that you did violet  blue  green  red to keep me at arm s length don t work you try to push me out but i just find my way back in violet  blue  green  red to keep me out i win  there s things i wanna say to you but i ll just let you live like if you hold me without hurting me you ll be the first who ever did there s things i wanna talk about but better not to keep but if you hold me without hurting me you ll be the first who ever did  ah  ah  ah  ah  ah  ah hold me  love me  touch me  honey be the first who ever did ah  ah  ah  ah  ah  ah hold me  love me  touch me  honey be the first who ever did  kerosene in my hands you make me mad  i m fire again all the pills that you take violet  blue  green  red to keep me at arm s length don t work  there s things i wanna say to you  but i ll just let you leave like if you hold me without hurting me you ll be the first who ever did there s things i wanna talk about  but better not to keep but if you hold me without hurting me you ll be the first who ever did  ah  ah  ah  ah  ah  ah hold me  love me  touch me  honey be the first who ever did ah  ah  ah  ah  ah  ah hold me  love me  touch me  honey be the first who ever did  there s things i wanna say to you  but i ll just let you leave like if you hold me without hurting me you ll be the first who ever did there s things i wanna talk about  but better not to keep like if you hold me without hurting me you ll be the first who ever did,Lana_del_Rey
11,john met me down on the boulevard cry on his shoulder  cause life is hard the waves came in over my head what you been up to  my baby  i haven t seen you  round here lately all of the guys tell me lies  but you don t you just crack another beer and pretend that you re still here  this is how to disappear this is how to disappear  joe met me down at the training yard cuts on his face  cause he fought too hard i know he s in over his head but i love that man like nobody can he moves mountains and pounds them to ground again i watched the guys getting high as they fight for the things that they hold dear to forget the things they fear  this is how to disappear this is how to disappear  now it s been years since i left new york and i ve got a kid and two cats in the yard the california sun and the movie stars and i watched the skies getting light as i write as i think about those years as i whisper in your ear  i m always going to be right here no one s going anywhere,Lana_del_Rey
12, one  two  three  four   you don t ever have to be stronger than you really are when you re lying in my arms  baby you don t ever have to go faster than your fastest pace or faster than my fastest cars  i shouldn t have done it  but i read it in your letter you said to a friend that you wish you were doing better i wanted to reach out  but i never said a thing i shouldn t have done it  but i read it in your letter you said to a friend that you wish you were doing better i wanted to call you  but i didn t say a thing two  three  four  oh  i ll pick you up if you come back to america  just hit me up  cause this is crazy love  i ll catch you on the flip side if you come back to california  you should just hit me up we ll do whatever you want  travel wherever how far we ll hit up all the old places we ll have a party  we ll dance  til dawn i ll pick up all of your vogues and all of your rolling stones your favorite liquor off the top shelf i ll throw a party all night long  you don t ever have to be stronger than you really are when you re lying in my arms  and  honey you don t ever have to act cooler than you think you should you re brighter than the brightest stars  you re scared to win  scared to lose i ve heard the war was over if you really choose the one in and around you you hate the heat  you got the blues changing like the weather  oh  that s so like you the santa ana moves you  two  three  four   oh  i ll pick you up if you come back to america  just hit me up  cause this is crazy love  i ll catch you on the flip side if you come back to california  you should just hit me up we ll do whatever you want  travel wherever how far we ll hit up all the old places we ll have a party  we ll dance  til dawn i ll pick up all of your vogues and all of your rolling stones your favorite liquor off the top shelf i ll throw a party all night long  oh  i ll pick you up if you come back to america  just hit me up  cause this is crazy love  i ll catch you on the flip side if you come back to california  you should just hit me up,Lana_del_Rey
13,my baby used to dance underneath my architecture to the houses of the holy  smokin  on them cigarettes my baby used to dance underneath my architecture he was cool as heck he was cool as heck  and we were so obsessed with writing the next best american record that we gave all we had  til the time we got to bed  cause we knew we could we were so obsessed with writing the next best american record  cause we were just that good it was just that good  whatever s on tonight  i just wanna party with you topanga s hot tonight  i m taking off my bathing suit you made me feel like there s something that i never knew i wanted  my baby used to dance underneath my architecture he was  70s in spirit   90s in his frame of mind my baby used to dance underneath my architecture we lost track of space we lost track of time  and we were so obsessed with writing the next best american record that we gave all we had  til the time we got to bed  cause we knew we could we were so obsessed with writing the next best american record  cause we were just that good it was just that good  whatever s on tonight  i just wanna party with you topanga s hot tonight  i m taking off my bathing suit you made me feel like there s something that i never knew i wanted we play the eagles down in malibu and i want it  it s you  all the roads lead to you everything i want and do  all the things that i say it s true  all the roads lead to you like the 405 i drive through every night and every day i see you for who you really are why the thousands of girls love the way bill plays guitar  whatever s on tonight  i just wanna party with you topanga s hot tonight  i m taking off my bathing suit you made me feel like there s something that i never knew i wanted we play the eagles down in malibu and i want it there s something that i never knew i wanted,Lana_del_Rey
14,"i miss long beach and i miss you  babe i miss dancin  with you the most of all i miss the bar where the beach boys would go dennis  last stop before kokomo  those nights were on fire we couldn t get higher we didn t know that we had it all but nobody warns you before the fall  and i m wasted don t leave  i just need a wake up call i m facin  the greatest the greatest loss of them all the culture is lit and i had a ball i guess i m signin  off after all  i miss new york and i miss the music me and my friends  we miss rock and roll i want shit to feel just like it used to when  baby  i was doin  nothin  the most of all  the culture is lit and if this is it  i had a ball i guess that i m burned out after all  i m wasted don t leave  i just need a wake up call i m facin  the greatest the greatest loss of them all the culture is lit and i had a ball i guess that i m burned out after all  if this is it  i m signin  off miss doin  nothin   the most of all hawaii just missed that fireball l a  is in flames  it s getting hot kanye west is blond and gone ""life on mars"" ain t just a song i hope the live stream s almost on",Lana_del_Rey
15,all the ladies of the canyon wearing black to the house parties crosby  stills and nash is playing wine is flowing with bacardi but sometimes girls just want to have fun the poetry inside of me is warm like a gun  i bought me a truck in the middle of the night it ll buy me a year if i play my cards right photo free exits from baby s bedside  cause they don t yet know what car i drive i m just tryna keep my love alive with my bartender  hold me all night bartender  our love s alive baby remember  i m not drinking wine but that cherry coke you serve is fine and our love s sweet enough on the vine bartender  bartender  all the ladies of the canyon wearing white for their tea parties playing games of levitation meditating in the garden and i love the little games that we play from the valley to the beach and when at last the day is done  i grab my keys  i bought me a truck in the middle of the night it ll buy me a year if i play my cards right photo free exits from baby s bedside  cause they don t yet know what car i drive i m just tryna keep my love alive with my bartender  hold me all night bartender  our love s alive baby  remember  i m not drinking wine but that cherry coke you serve is fine and our love s sweet enough on the vine bartender  bartender  bartender ha  ha  ha  ha  i bought me a truck in the middle of the night 60 mph on pch drive head to long beach to newport by your side as they don t yet know where i reside 60 miles from the last place i hide with my bartender  hold me all night bartender  keep love alive bartender,Lana_del_Rey
16,"do you want me or do you not  i heard one thing  now i m hearing another dropped a pin to my parking spot the bar was hot  it s 2 am  it feels like summer  happiness is a butterfly try to catch it like every night it escapes from my hands into moonlight every day is a lullaby i hum it on the phone like every night and sing it for my babies on the tour life ah ah  if he s a serial killer  then what s the worst that could happen to a girl who s already hurt  i m already hurt if he s as bad as they say  then i guess i m cursed looking into his eyes  i think he s already hurt he s already hurt  i said  ""don t be a jerk  don t call me a taxi"" sitting in your sweatshirt  crying in the backseat ooh i just wanna dance with you hollywood and vine  black rabbit in the alley i just wanna hold you tight down the avenue i just wanna dance with you i just wanna dance with you  baby  i just wanna dance  dance  with you  dance  baby  i just wanna dance  dance  with you  left the canyon  drove to the club i was one thing  now i m being another go down to sunset in the truck i ll pick you up if you re in town on the corner ah ah  happiness is a butterfly we should catch it while dancing i lose myself in the music  baby every day is a lullaby try to catch it like lightning i sing it into my music  i m crazy  if he s a serial killer  then what s the worst that could happen to a girl who s already hurt  i m already hurt if he s as bad as they say  then i guess i m cursed looking into his eyes  i think he s already hurt he s already hurt  i said  ""don t be a jerk  don t call me a taxi"" sitting in your sweatshirt  crying in the backseat ooh i just wanna dance with you hollywood and vine  black rabbit in the alley i just wanna hold you tight down the avenue i just wanna dance with you i just wanna dance with you  baby  i just wanna dance  dance  with you  dance  baby  i just wanna dance  dance   with you",Lana_del_Rey
17,"i was reading slim aarons and i got to thinking that i thought maybe i d get less stressed if i was tested less like all of these debutantes smiling for miles in pink dresses and high heels on white yachts but i m not  baby  i m not no  i m not  that  i m not  i ve been tearing around in my fucking nightgown 24/7 sylvia plath writing in blood on my walls  cause the ink in my pen don t work in my notepad don t ask if i m happy  you know that i m not but at best  i can say i m not sad  cause hope is a dangerous thing for a woman like me to have hope is a dangerous thing for a woman like me to have  i had fifteen-year dances church basement romances  yeah  i ve cried spilling my guts with the bowery bums is the only love i ve ever known except for the stage  which i also call home  when i m not servin  up god in a burnt coffee pot for the triad hello  it s the most famous woman you know on the ipad calling from beyond the grave  i just wanna say  ""hi  dad""  i ve been tearing up town in my fucking white gown like a goddamn near sociopath shaking my ass is the only thing that s got this black narcissist off my back she couldn t care less  and i never cared more so there s no more to say about that except hope is a dangerous thing for a woman like me to have hope is a dangerous thing for a woman with my past  there s a new revolution  a loud evolution that i saw born of confusion and quiet collusion of which mostly i ve known a modern day woman with a weak constitution   cause i ve got monsters still under my bed that i could never fight off a gatekeeper carelessly dropping the keys on my nights off  i ve been tearing around in my fucking nightgown 24/7 sylvia plath writing in blood on your walls  cause the ink in my pen don t look good in my pad they write that i m happy  they know that i m not but at best  you can see i m not sad but hope is a dangerous thing for a woman like me to have hope is a dangerous thing for a woman like me to have  hope is a dangerous thing for a woman like me to have but i have it yeah  i have it yeah  i have it i have",Lana_del_Rey
18,"i was reading slim aarons and i got to thinking that i thought maybe i d get less stressed if i was tested less like all of these debutantes smiling for miles in pink dresses and high heels on white yachts but i m not  baby  i m not no  i m not  that  i m not  i ve been tearing around in my fucking nightgown 24/7 sylvia plath writing in blood on my walls  cause the ink in my pen don t work in my notepad don t ask if i m happy  you know that i m not but at best  i can say i m not sad  cause hope is a dangerous thing for a woman like me to have hope is a dangerous thing for a woman like me to have  i had fifteen-year dances church basement romances  yeah  i ve cried spilling my guts with the bowery bums is the only love i ve ever known except for the stage  which i also call home  when i m not servin  up god in a burnt coffee pot for the triad hello  it s the most famous woman you know on the ipad calling from beyond the grave  i just wanna say  ""hi  dad""  i ve been tearing up town in my fucking white gown like a goddamn near sociopath shaking my ass is the only thing that s got this black narcissist off my back she couldn t care less  and i never cared more so there s no more to say about that except hope is a dangerous thing for a woman like me to have hope is a dangerous thing for a woman with my past  there s a new revolution  a loud evolution that i saw born of confusion and quiet collusion of which mostly i ve known a modern day woman with a weak constitution   cause i ve got monsters still under my bed that i could never fight off a gatekeeper carelessly dropping the keys on my nights off  i ve been tearing around in my fucking nightgown 24/7 sylvia plath writing in blood on your walls  cause the ink in my pen don t look good in my pad they write that i m happy  they know that i m not but at best  you can see i m not sad but hope is a dangerous thing for a woman like me to have hope is a dangerous thing for a woman like me to have  hope is a dangerous thing for a woman like me to have but i have it yeah  i have it yeah  i have it i have",Lana_del_Rey
19,i ve seen the world done it all had my cake now diamonds  brilliant and bel air now hot summer nights  mid july when you and i were forever wild the crazy days  city lights the way you d play with me like a child  will you still love me when i m no longer young and beautiful  will you still love me when i got nothing but my aching soul  i know you will  i know you will i know that you will will you still love me when i m no longer beautiful   i ve seen the world  lit it up as my stage now channeling angels in the new age now hot summer days  rock  n  roll the way you play for me at your show and all the ways i got to know your pretty face and electric soul  will you still love me when i m no longer young and beautiful  will you still love me when i got nothing but my aching soul  i know you will  i know you will i know that you will will you still love me when i m no longer beautiful   dear lord  when i get to heaven please let me bring my man when he comes tell me that you ll let him in father tell me if you can oh that grace  oh that body oh that face makes me wanna party he s my sun  he makes me shine like diamonds  will you still love me when i m no longer young and beautiful  will you still love me when i got nothing but my aching soul  i know you will  i know you will i know that you will will you still love me when i m no longer beautiful  will you still love me when i m no longer beautiful  will you still love me when i m not young and beautiful ,Lana_del_Rey
20,blue is the color of the planet from the view above long live our reign  long live our love green is the planet from the eyes of a turtle dove  til it runs red  runs red with blood  we get so tired and we complain  bout how it s hard to live it s more than just a video game  but we re just beautiful people with beautiful problems  yeah beautiful problems  god knows we ve got them but we gotta try  la  la  la  every day and night  la  la  la   blue is the color of the shirt of the man i love he s hard at work  hard to the touch but warm is the body of the girl from the land he loves my heart is soft  my past is rough  but when i love him  get a feeling  something close to like a sugar rush it runs through me but is it wasted love   it s not wasted love   but we re just beautiful people with beautiful problems  yeah beautiful problems  god knows we ve got them but we gotta try  la  la  la  every day and night  la  la  la   oh  oh hmm  hmm yeah we ve gotta try  la  la  la  we gotta walk through fire  la  la  la  because we re just  beautiful people with beautiful problems  yeah  we re just  beautiful problems  god knows we ve got them  beautiful people  beautiful people with beautiful problems  yeah  we need to talk  beautiful problems  god knows we got them  so beautiful  yeah  yeah  yeah yeah  yeah,Lana_del_Rey
21,"i miss long beach and i miss you  babe i miss dancin  with you the most of all i miss the bar where the beach boys would go dennis  last stop before kokomo  those nights were on fire we couldn t get higher we didn t know that we had it all but nobody warns you before the fall  and i m wasted don t leave  i just need a wake up call i m facin  the greatest the greatest loss of them all the culture is lit and i had a ball i guess i m signin  off after all  i miss new york and i miss the music me and my friends  we miss rock and roll i want shit to feel just like it used to when  baby  i was doin  nothin  the most of all  the culture is lit and if this is it  i had a ball i guess that i m burned out after all  i m wasted don t leave  i just need a wake up call i m facin  the greatest the greatest loss of them all the culture is lit and i had a ball i guess that i m burned out after all  if this is it  i m signin  off miss doin  nothin   the most of all hawaii just missed that fireball l a  is in flames  it s getting hot kanye west is blond and gone ""life on mars"" ain t just a song i hope the live stream s almost on",Lana_del_Rey
22,damn  look at the sunrise glowing finish line  made it in record time hey  baby  we made it my head s faded  headlights dilated  spinnin   spinnin  and i can t sit still spinnin   spinnin  and we can t sit still  baptized in blue skies roll the window down  reach out  feel around for new life damn  you and those green eyes we can never stop movin   we see nothin  but the green lights  spinnin   spinnin  and we can t sit still spinnin   spinnin  and we can t sit still  god save  god save our young blood god save  god save our young love hot pavement  hot pavement  hot wheels in the sun god save our young blood god save  god save our young blood god save  god save our young love warm waves  warm waves  on the coast where we love god save our young blood  climbed up the tree of life  kicked out of paradise living good  doing evil is the toss of the dice couple of wild eyes  cup full of high life she s an angel and a devil of her own device  she s got me spinnin   spinnin   spinnin  and i can t sit still  you know i can t sit still  oh  spinnin   spinnin  and we can t sit still  god save  god save our young blood god save  god save our young love hot pavement  hot pavement  hot wheels in the sun god save our young blood god save  god save our young blood god save  god save our young love warm waves  warm waves  on the coast where we love god save our young blood  god save the ocean  god save the breeze save the words from my lips  save the birds  save the bees baby save me one last sip while you strip on the beach i ll save you in the waves if you swim too deep god save  god save our young blood god save our young love   god save  god save our young blood god save  god save our young love hot pavement  hot pavement  hot wheels in the sun god save our young blood god save  god save our young blood god save  god save our young love warm waves  warm waves  on the coast where we love god save our young blood  on the coast where we love god save our young blood on the coast where we love god save our young blood,Lana_del_Rey
23,goodbye to the paperback age i ll miss your touch to flip you  crease you  lay underneath you  fall asleep to bye-bye darling i ll miss you so much  goodbye to the telephone age i ll miss your voice to listen to  laugh to  talk in the bath to bye-bye darling we don t have a choice  we had a run good run darling don t you cry i know in the end it s gonna be just fine bye-bye darling  goodbye to the accident age i ll miss the chance to meet you on the street  sweep you off your feet  you know bye-bye darling  goodbye in advance  we had a run good run darling now don t you cry i know in the end it s gonna be just fine in the end it all feels like a dream someday we ll find out what it means bye-bye darling  goodbye goodbye goodbye  and every time i think of you i m so glad what we had they ll never know every summer night we stayed up late blowing smoke into figure eights,Lana_del_Rey
24,"remember how we used to party up all night  sneaking out and looking for a taste of real life drinking in the small town firelight  pabst blue ribbon on ice  sweet sixteen  and we had arrived walking down the streets as they whistle  ""hi  hi!"" stealin  police cars with the senior guys teachers said we d never make it out alive  there she was  my new best friend high heels in her hand  swayin  in the wind while she starts to cry mascara running down her little bambi eyes ""lana  how i hate those guys""  this is what makes us girls we all look for heaven and we put love first something that we d die for  it s our curse don t cry about it  don t cry about it this is what makes us girls we don t stick together  cause we put love first don t cry about him  don t cry about him it s all gonna happen  happen   and that s where the beginning of the end begun everybody knew that we had too much fun we were skipping school and drinking on the job with the boss sweet sixteen  and we had arrived baby s table dancing at the local dive cheering our names in the pink spotlight drinking cherry schnapps in the velvet night  yo  we used to go break into the hotel glimmering  we d swim running from the cops in our black bikini tops screaming  ""get us while we re hot  get us while we re hot""  c mon  take a shot   this is what makes us girls we all look for heaven and we put love first something that we d die for  it s our curse don t cry about it  don t cry about it this is what makes us girls we don t stick together  cause we put love first don t cry about him  don t cry about him it s all gonna happen  happen   the prettiest in-crowd that you had ever seen ribbons in our hair  and our eyes gleamed dream a freshmen generation of degenerate beauty queens and you know something  they were the only friends i ever had we got into trouble  and when stuff got bad i got sent away  i was waving on the train platform crying  cause i know i m never coming back  this is what makes us girls we all look for heaven and we put love first something  that we d die for  it s our curse don t cry about it  don t cry about it this is what makes us girls we don t stick together  cause we put love first don t cry about him  don t cry about him it s all gonna happen",Lana_del_Rey
